,Timestamp,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Number of vacation days,Employment status,Main language at work,Company size,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
215,24/11/2020 13:21:22,34.0,Male,Berlin,Data Scientist,5,5,Middle,Python,65000.0,5000,30,Full-time employee,English,101-1000,No,0.0,0
216,24/11/2020 13:23:32,36.0,Female,Berlin,QA Engineer,14,7,Lead,Java,69000.0,6900,30,Full-time employee,English,11-50,No,0.0,0
217,24/11/2020 13:25:44,27.0,Male,Berlin,Backend Developer,5,1,Middle,Java,65000.0,0,30,Full-time employee,English,1000+,No,0.0,0
218,24/11/2020 13:25:57,45.0,Male,Berlin,Mobile Developer,10,4,Lead,SWIFT,77000.0,2000,28,Full-time employee,English,101-1000,No,0.0,0
219,24/11/2020 13:29:21,35.0,Male,Berlin,Backend Developer,6,2,Senior,"Java, angular, Aws",74000.0,2000,30,Full-time employee,English,51-100,No,32.0,0
220,24/11/2020 13:32:34,36.0,Male,Berlin,Engineering Manager,7,1,Lead,"Swift, objective-c",80000.0,95000,26,Full-time employee,English,1000+,No,0.0,1600
221,24/11/2020 13:33:08,32.0,Male,Stuttgart,QA Engineer,9,9,Senior,Java,60000.0,4700,30,Full-time employee,German,1000+,No,40.0,50
222,24/11/2020 13:35:41,33.0,Male,Boeblingen,DevOps,14,4,Senior,Golang,70000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
223,24/11/2020 13:36:54,30.0,Male,Berlin,Backend Developer,10,2,Middle,PHP,56000.0,0,30,Full-time employee,English,1000+,No,0.0,0
224,24/11/2020 13:37:05,35.0,Male,Berlin,Software Engineer,15,4,Senior,go,70000.0,0,28,Full-time employee,English,51-100,Yes,0.0,0
225,24/11/2020 13:37:57,24.0,Male,Boeblingen,C/C++/Java developer,0.8,0.8,Junior,Java,48000.0,101,30,Full-time employee,English,11-50,No,40.0,250
226,24/11/2020 13:40:28,25.0,Male,Stuttgart,Backend Developer,4,2,Middle,Java,60000.0,0,30,Full-time employee,German,101-1000,No,0.0,0
227,24/11/2020 13:40:53,29.0,Male,Berlin,Mobile Developer,8,4,Senior,Kotlin,65000.0,0,26,Full-time employee,English,101-1000,No,0.0,0
228,24/11/2020 13:41:26,32.0,Male,Berlin,DevOps Manager,10,3,Lead,DevOps,100000.0,0,30,Full-time employee,English,1000+,No,0.0,0
229,24/11/2020 13:42:43,32.0,Male,Düsseldorf,Software Engineer,11,7,Senior,.net,60000.0,62000,30,Full-time employee,English,1000+,No,0.0,0
230,24/11/2020 13:50:23,24.0,Male,Munich,Software Engineer,3,2,Middle,Node.js,58000.0,18000,28,Full-time employee,English,1000+,No,0.0,0
231,24/11/2020 13:51:23,24.0,Female,Stuttgart,Software Engineer,2,1,Middle,iOS,55200.0,2000,30,Full-time employee,English,11-50,No,20.0,0
232,24/11/2020 13:53:01,56.0,Male,Ingolstadt,Software Engineer,9,9,Senior,R,75000.0,0,30,Full-time employee,German,1000+,No,0.0,0
233,24/11/2020 13:54:47,53.0,Male,Stuttgart,Frontend Developer,15,15,Senior,"Java, Javascript",50000.0,0,0,Full-time employee,German,101-1000,No,0.0,0
234,24/11/2020 13:55:19,25.0,Male,Munich,ML Engineer,1,1,Middle,Python,65000.0,2000,30,Full-time employee,English,1000+,No,0.0,0
236,24/11/2020 13:55:55,28.0,Male,Stuttgart,Software Engineer,8,1,Senior,C++,67200.0,0,30,Full-time employee,English,1000+,No,0.0,0
238,24/11/2020 13:58:11,30.0,Male,Munich,Software Engineer,7,5,Senior,C++,100000.0,75000,30,Full-time employee,English,1000+,No,0.0,0
239,24/11/2020 14:00:19,26.0,Female,Berlin,Software Engineer,6,4,Senior,.NET,65000.0,1000,27,Full-time employee,English,101-1000,No,0.0,0
240,24/11/2020 14:01:01,31.0,Female,Stuttgart,Data Scientist,4,2,Middle,R,65000.0,73000,30,Full-time employee,German,1000+,No,35.0,0
241,24/11/2020 14:02:22,31.0,Male,Munich,Software Engineer,9,1,Middle,C++,92500.0,22500,30,Full-time employee,English,1000+,No,0.0,0
242,24/11/2020 14:03:04,29.0,Female,Stuttgart,QA Engineer,6,2,Middle,JS,54000.0,0,26,Full-time employee,English,101-1000,No,20.0,0
243,24/11/2020 14:03:07,33.0,Male,Munich,Backend Developer,15,3,Lead,Scala,100000.0,10000,30,Full-time employee,English,11-50,No,0.0,0
244,24/11/2020 14:04:28,26.0,Male,Munich,ML Engineer,1.5,1.5,Junior,Python,58000.0,0,30,Full-time employee,German,101-1000,No,0.0,0
245,24/11/2020 14:06:46,30.0,Female,Frankfurt,QA Engineer,6,4,Senior,Bash,70000.0,2000,30,Full-time employee,German,1000+,No,0.0,0
246,24/11/2020 14:07:23,34.0,Male,Berlin,Software Engineer,14,5,Senior,C#,72000.0,0,26,Full-time employee,English,101-1000,No,30.0,0
247,24/11/2020 14:07:23,37.0,Male,Berlin,Team Lead,12,10,Head,Python,90000.0,0,30,Full-time employee,English,11-50,No,0.0,0
248,24/11/2020 14:13:21,38.0,Male,Frankfurt,Tech Lead,16,1,Lead,.Net,99000.0,112000,25,Full-time employee,English,101-1000,No,0.0,0
249,24/11/2020 14:13:25,28.0,Male,Munich,Network Administrator,9,3,Senior,Network,61200.0,7300,30,Full-time employee,English,1000+,No,0.0,0
251,24/11/2020 14:17:20,31.0,Male,Berlin,QA Engineer,10,5,Senior,nothing,60000.0,77000,28,Full-time employee,English,1000+,No,0.0,0
252,24/11/2020 14:21:40,29.0,Male,Düsseldorf,Consultant Data Analytics,1,1,Junior,Python,45000.0,2000,30,Full-time employee,German,1000+,No,0.0,0
253,24/11/2020 14:24:07,39.0,Male,Munich,BI IT Consultant,5,5,Middle,"Qlik BI Tool, SQL",56000.0,17000,30,Full-time employee,German,1000+,No,36.0,0
255,24/11/2020 14:28:29,39.0,Male,Munich,Software Engineer,12,6,Lead,PHP,108000.0,0,0,Self-employed (freelancer),English,up to 10,No,0.0,0
256,24/11/2020 14:28:35,29.0,Male,Munich,Backend Developer,8,4,Senior,Java,95000.0,7000,30,Full-time employee,English,1000+,No,0.0,0
257,24/11/2020 14:29:49,36.0,Male,Nürnberg,Frontend Developer,1,0.5,Junior,Javascript,37500.0,0,28,Full-time employee,German,up to 10,Yes,0.0,0
258,24/11/2020 14:30:08,33.0,Male,Berlin,iOS Developer,10,2,Middle,Swift,67000.0,0,29,Full-time employee,English,1000+,No,0.0,500
260,24/11/2020 14:31:59,31.0,Male,Berlin,Data Engineer,9,5,Senior,Python,81000.0,12150,0,Full-time employee,English,101-1000,No,0.0,0
261,24/11/2020 14:34:00,38.0,Male,Berlin,Backend Developer,11,1,Senior,Javascript,35000.0,0,0,Founder,English,up to 10,No,0.0,0
262,24/11/2020 14:34:18,37.0,Male,Berlin,Cloud Engineer,15,3,Senior,Cloud,72000.0,10000,36,Full-time employee,English,1000+,Yes,0.0,0
264,24/11/2020 14:34:38,30.0,Male,Ansbach,Software Engineer,4,3,Junior,PHP,42000.0,0,27,Full-time employee,English,101-1000,No,0.0,0
265,24/11/2020 14:37:11,34.0,Male,Munich,Solutions architect,14,6,Head,Blockchain,95000.0,10000,24,Full-time employee,English,101-1000,No,0.0,400
266,24/11/2020 14:37:19,33.0,Male,Berlin,Backend Developer,12,2,Senior,PHP,67000.0,0,26,Full-time employee,English,101-1000,No,0.0,0
267,24/11/2020 14:38:11,43.0,Male,Berlin,Backend Developer,5,1.5,Middle,Java,64000.0,6000,28,Full-time employee,English,101-1000,No,0.0,0
268,24/11/2020 14:40:25,32.0,Female,Stuttgart,Stuttgart,2,2,Junior,Java,52000.0,4000,30,Full-time employee,English,1000+,No,0.0,0
269,24/11/2020 14:42:18,34.0,Male,Leipzig,Mobile Developer,14,2,Senior,Android,60000.0,60000,23,Full-time employee,English,101-1000,No,0.0,0
270,24/11/2020 14:47:18,29.0,Male,Berlin,Backend Developer,9,5,Senior,Java,85000.0,0,30,Full-time employee,English,1000+,No,0.0,0
271,24/11/2020 14:49:06,37.0,Male,Berlin,Frontend Developer,14,5,Senior,Angular,84000.0,0,30,Full-time employee,English,1000+,No,0.0,0
272,24/11/2020 14:49:52,41.0,Male,Munich,Senior Program Manager,19,5,Senior,Autonomous Driving,123600.0,0,33,Full-time employee,English,101-1000,No,0.0,0
273,24/11/2020 14:52:12,33.0,Male,Mannheim,Software Engineer,6,2,Middle,c#,49000.0,0,28,Full-time employee,English,51-100,No,24.0,0
274,24/11/2020 14:54:48,33.0,Female,Berlin,QA Engineer,9,2,Middle,Java,57000.0,0,21,Full-time employee,English,101-1000,No,0.0,0
275,24/11/2020 14:56:33,40.0,Male,Munich,QA Engineer,18,14,Lead,Java,78000.0,8000,30,Full-time employee,German,1000+,No,0.0,0
276,24/11/2020 14:58:11,38.0,Male,Munich,Backend Developer,12,12,Senior,Java,70000.0,1500,30,Full-time employee,German,101-1000,No,0.0,675
277,24/11/2020 15:03:12,29.0,Male,Munich,Frontend Developer,5,"3,5",Middle,"Js, TypeScript, Angular",57000.0,0,26,Full-time employee,English,101-1000,No,0.0,0
278,24/11/2020 15:04:23,27.0,Male,Berlin,Backend Developer,7,0,Senior,go,72000.0,15000,30,Full-time employee,English,11-50,No,0.0,0
280,24/11/2020 15:07:35,33.0,Male,Frankfurt,Software Engineer,10,1,Senior,.NET,26400.0,0,0,Self-employed (freelancer),English,up to 10,No,0.0,0
283,24/11/2020 15:09:28,38.0,Male,Munich,ML Engineer,10,3,Lead,Python,92000.0,101,30,Full-time employee,English,51-100,No,20.0,0
284,24/11/2020 15:10:18,42.0,Male,Berlin,ML Engineer,20,20,Senior,Python,80000.0,0,30,Full-time employee,German,1000+,No,0.0,0
285,24/11/2020 15:16:47,45.0,Female,Frankfurt,DB developer/Data analyst,6,0.9,Senior,T-SQL,55000.0,0,28,Full-time employee,English,11-50,No,0.0,0
286,24/11/2020 15:17:34,38.0,Male,Hamburg,Software Engineer,12,6,Senior,Java,73000.0,7000,30,Full-time employee,English,51-100,No,0.0,0
288,24/11/2020 15:21:19,30.0,Male,Berlin,Software Engineer,11,2,Senior,Kotlin,55000.0,0,30,Full-time employee,English,11-50,No,0.0,0
289,24/11/2020 15:22:10,32.0,Male,Berlin,Software Engineer,9,5,Lead,JavaScript,90000.0,0,25,Full-time employee,English,101-1000,Have been a freelancer at the beginning of year,0.0,No
290,24/11/2020 15:27:01,41.0,Male,Munich,Backend Developer,21,3,Senior,Java,80000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
291,24/11/2020 15:28:50,34.0,Male,Berlin,Security Engineer,10,4,Senior,python,85000.0,25000,28,Full-time employee,English,1000+,No,0.0,No
292,24/11/2020 15:31:46,45.0,Male,Berlin,Software Engineer,25,20,Lead,c++,75000.0,20000,30,Full-time employee,German,1000+,No,0.0,0
293,24/11/2020 15:32:59,34.0,Male,Berlin,DevOps,6,6,Middle,"Java, terraform",62000.0,70000,28,Full-time employee,German,1000+,No,0.0,0
294,24/11/2020 15:37:24,25.0,Male,Stuttgart,Backend Developer,7,1,Senior,PHP,60000.0,0,26,Full-time employee,English,11-50,Yes,0.0,0
295,24/11/2020 15:38:09,32.0,Male,Berlin,Software Engineer,12,1.5,Senior,iOS,66800.0,0,25,Full-time employee,English,51-100,No,20.0,1000
296,24/11/2020 15:39:13,65.0,Male,Berlin,Software Engineer,25,25,Senior,"Pascal, VB.NET, C#",55000.0,0,30,Full-time employee,German,51-100,No,0.0,0
297,24/11/2020 15:41:16,33.0,Male,Munich,Business Analyst,10,4,Senior,Java,70000.0,0,27,Full-time employee,English,101-1000,"No, but there was a salary cut at 10% for 3 months and then at 5% for further 3 months",0.0,0
298,24/11/2020 15:41:45,34.0,Male,Berlin,ML Engineer,12,3,Senior,Python,90000.0,0,27,Full-time employee,English,1000+,No,0.0,500
299,24/11/2020 15:42:31,28.0,Male,Berlin,Backend Developer,7,1,Senior,PHP,70000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
301,24/11/2020 15:56:31,39.0,Male,Munich,DBA,17,5,Senior,Oracle,64000.0,70000,28,Full-time employee,English,101-1000,No,0.0,500
302,24/11/2020 15:59:02,30.0,Male,Berlin,Backend Developer,7,2,Senior,Ruby,72000.0,0,25,Full-time employee,English,11-50,No,0.0,0
303,24/11/2020 15:59:17,34.0,Male,Berlin,DevOps,12,2,Senior,Java,70000.0,0,25,Full-time employee,English,101-1000,No,0.0,1000
304,24/11/2020 16:02:11,35.0,Male,Berlin,Support Engineer,10,4,Senior,PHP,63500.0,63500,28,Full-time employee,English,101-1000,No,0.0,0
305,24/11/2020 16:03:27,35.0,Female,Berlin,Frontend Developer,12,5,Middle,Javascript ,70000.0,0,29,Full-time employee,English,101-1000,No,0.0,No
306,24/11/2020 16:05:55,34.0,Male,Berlin,Frontend Developer,10,3,Senior,"Angular, React",68000.0,0,40,Full-time employee,English,11-50,No,30.0,0
307,24/11/2020 16:06:53,34.0,Male,Berlin,Software Engineer,12,2,Lead,.net,78000.0,8000,36,Full-time employee,German,1000+,No,0.0,0
308,24/11/2020 16:14:57,35.0,Male,Berlin,Software Engineer,8,1,Senior,Elixir,75000.0,0,27,Full-time employee,English,101-1000,0,0.0,1500
309,24/11/2020 16:15:34,38.0,Male,Berlin,Software Engineer,13,6,Lead,Java,89570.0,20240,30,Full-time employee,English,1000+,No,0.0,500
310,24/11/2020 16:16:41,34.0,Female,Berlin,Software Engineer,9,3,Senior,Kotlin,78000.0,3000,30,Full-time employee,English,101-1000,No,0.0,0
311,24/11/2020 16:20:42,31.0,Male,Berlin,Mobile Developer,7,"3,5",Senior,iOS,80000.0,0,27,Full-time employee,English,1000+,No,20.0,0
312,24/11/2020 16:26:30,34.0,Male,Berlin,Backend Developer,15,5,Senior,Elixir,70000.0,70000,30,Full-time employee,English,51-100,No,0.0,0
313,24/11/2020 16:34:40,29.0,Female,Munich,Software Engineer,5,4,Middle,"NodeJS, Typescript, AWS",67000.0,5000,31,Full-time employee,English,101-1000,No,0.0,0
314,24/11/2020 16:35:30,37.0,Male,Berlin,Software Engineer,15,3,Senior,Scala,85000.0,5000,30,Full-time employee,English,1000+,No,0.0,0
315,24/11/2020 16:42:53,44.0,Male,Stuttgart,Software Engineer,22,3,Senior,Erlang,76000.0,0,30,Full-time employee,English,51-100,No,0.0,0
316,24/11/2020 16:56:17,30.0,Male,Munich,Frontend Developer,9,3,Middle,TypeScript,66000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
317,24/11/2020 17:01:00,26.0,Male,Frankfurt,Consultant,4,4,Middle,JavaScript,65000.0,70000,30,Full-time employee,German,101-1000,No,0.0,0
318,24/11/2020 17:03:03,33.0,Diverse,Hamburg,Software Engineer,1,6,Middle,Scala,130000.0,0,0,Full-time employee,English,1000+,No,0.0,0
319,24/11/2020 17:04:09,46.0,Male,Berlin,Software Engineer,14,14,Senior,JavaScript,80000.0,0,30,Full-time employee,English,51-100,Yes,20.0,0
320,24/11/2020 17:05:17,33.0,Male,Berlin,Software Engineer,14,4,Senior,PHP,68000.0,0,0,Full-time employee,English,51-100,No,0.0,500
321,24/11/2020 17:08:51,27.0,Male,Tuttlingen,Software Engineer,4,4,Junior,C#,46000.0,2000,30,Full-time employee,German,up to 10,No,40.0,0
322,24/11/2020 17:12:18,38.0,Male,Stuttgart,Software Engineer,15,8,Senior,C#,56400.0,0,30,Full-time employee,English,11-50,No,0.0,0
323,24/11/2020 17:21:09,32.0,Male,Munich,Backend Developer,11,3.5,Senior,PHP,81200.0,81200,30,Full-time employee,English,1000+,No,28.0,0
325,24/11/2020 17:24:24,26.0,Male,Frankfurt,Backend Developer,7,1.5,Senior,Java,65000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
326,24/11/2020 17:27:43,29.0,Male,Berlin,Software Engineer,12,3,Senior,Go,75000.0,75000,27,Full-time employee,English,101-1000,No,0.0,1000
327,24/11/2020 17:28:01,32.0,Male,Nürnberg,Testautomation,8,2,Senior,"Java, JS",60000.0,0,30,Full-time employee,German,101-1000,Yes,0.0,500
328,24/11/2020 17:29:12,29.0,Male,Bonn,Mobile Developer,5,2,Middle,Objective-C,55000.0,4000,24,Full-time employee,English,11-50,No,0.0,0
329,24/11/2020 17:29:25,33.0,Male,Hamburg,Software Engineer,10,3,Senior,Ruby,75000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
331,24/11/2020 17:30:40,32.0,Male,Munich,QA Engineer,9,3,Senior,QA,76000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
332,24/11/2020 17:31:48,34.0,Male,Berlin,Software Engineer,10,10,Senior,C++,76000.0,12000,30,Full-time employee,English,101-1000,No,0.0,0
333,24/11/2020 17:33:40,31.0,Male,Moscow,Data Scientist,2.5,0,Lead,Python,20000.0,6500,30,Full-time employee,Russian,1000+,No,0.0,0
334,24/11/2020 17:35:27,29.0,Male,Munich,Software Engineer,7,1,Senior,TypeScript,80000.0,0,0,Full-time employee,English,11-50,No,0.0,0
335,24/11/2020 17:35:46,33.0,Male,Munich,Software Engineer,10,4,Senior,C#,78000.0,0,30,Full-time employee,German,51-100,No,0.0,0
336,24/11/2020 17:37:32,32.0,Male,Berlin,Backend Developer,4,1,Senior,Ruby,65000.0,0,28,Full-time employee,English,51-100,No,0.0,0
337,24/11/2020 17:38:29,47.0,Male,Hamburg,Software Engineer,22,10,Senior,C++/C#,46000.0,46000,30,Full-time employee,English,up to 10,No,0.0,1500
338,24/11/2020 17:38:51,29.0,Male,Berlin,Backend Developer,8,1.5,Middle,Go,65000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
339,24/11/2020 17:39:35,28.0,Male,Munich,Software Engineer,5,6,Senior,C++,67000.0,2000,20,Self-employed (freelancer),English,up to 10,Yes,0.0,0
341,24/11/2020 17:40:40,25.0,Male,Hamburg,Data Scientist,2,2,Middle,Python,48000.0,5000,28,Full-time employee,German,11-50,No,0.0,0
342,24/11/2020 17:40:57,32.0,Male,Munich,SAP Developer,9,1,Senior,ABAP,70800.0,5000,30,Full-time employee,German,1000+,No,35.0,0
343,24/11/2020 17:43:34,45.0,Male,Munich,Frontend Developer,3,< 1,Senior,Javascript / Typescript,70000.0,0,25,Full-time employee,Russian,11-50,Yes,0.0,0
344,24/11/2020 17:45:03,26.0,Male,Frankfurt,Software Engineer,3,1,Middle,Python ,48000.0,0,27,Full-time employee,English,51-100,No,0.0,0
345,24/11/2020 17:45:39,29.0,Male,Munich,Mobile Developer,8,0.25,Senior,Java/Kotlin,65400.0,0,30,Full-time employee,English,11-50,No,0.0,0
346,24/11/2020 17:47:00,40.0,Male,Berlin,Backend Developer,18,2.5,Senior,php,60000.0,0,28,Full-time employee,English,1000+,No,34.0,0
347,24/11/2020 17:47:42,27.0,Male,Munich,Software Engineer,5,1,Senior,Typescript / Angular,71000.0,5000,30,Full-time employee,English,1000+,No,0.0,0
348,24/11/2020 17:51:26,27.0,Male,Munich,Software Engineer,5,1,Senior,Javascript,65000.0,0,22,Full-time employee,English,51-100,No,0.0,0
350,24/11/2020 17:55:30,22.0,Male,Warsaw,Backend Developer,3,0,Middle,PHP,27000.0,0,21,Full-time employee,Polish,51-100,No,0.0,0
351,24/11/2020 17:57:20,30.0,Male,Berlin,DevOps,9,5,Lead,Kubernetes,90000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
352,24/11/2020 17:57:39,30.0,Male,Hamburg,Software Engineer,6,0,Middle,.NET,60000.0,6000,30,Full-time employee,English,101-1000,No,0.0,0
353,24/11/2020 18:01:03,29.0,Male,Munich,SW Architect,8,3,Senior,C++,73000.0,400,30,Full-time employee,English,1000+,No,0.0,0
354,24/11/2020 18:06:17,37.0,Male,Heidelberg,Software Engineer,15,7,Senior,ABAP,67500.0,7500,30,Full-time employee,English,1000+,No,0.0,0
355,24/11/2020 18:09:09,28.0,Male,Berlin,SRE,6,1.5,Middle,Kubernetes,66000.0,122.13,27,Full-time employee,English,1000+,No,0.0,0
356,24/11/2020 18:10:47,28.0,Female,Berlin,Software Engineer,8,0,Lead,Javascript,80000.0,0,28,Full-time employee,English,101-1000,No,0.0,500
358,24/11/2020 18:12:43,28.0,Male,Stuttgart,Backend Developer,5,1.5,Middle,Java,55000.0,5000,30,Full-time employee,German,101-1000,No,0.0,0
359,24/11/2020 18:13:06,33.0,Male,Berlin,Software Engineer,13,3,Senior,Ruby,75000.0,20000,27,Full-time employee,English,1000+,No,0.0,600
362,24/11/2020 18:22:41,40.0,Male,Frankfurt,Software Engineer,22,3,Senior,Java,72000.0,5000,30,Full-time employee,German,1000+,No,0.0,0
363,24/11/2020 18:25:30,28.0,Male,Munich,"Fullstack engineer, ну или Software engineer",9,1,Senior,React/Typescript,60000.0,0,28,Full-time employee,English,up to 10,No,20.0,0
364,24/11/2020 18:27:22,29.0,Male,Berlin,Backend Developer,11,2,Senior,Python,85000.0,4000,30,Full-time employee,English,51-100,No,0.0,0
366,24/11/2020 18:32:14,24.0,Male,Aachen,HiWi,3,2,Junior,Python,10164.0,0,14,Part-time employee,English,11-50,No,0.0,0
367,24/11/2020 18:33:17,30.0,Male,Berlin,Backend Developer,4,2,Senior,Golang ,65000.0,0,0,Full-time employee,English,101-1000,No,0.0,0
368,24/11/2020 18:36:46,31.0,Male,Munich,Software Engineer,11,1,Middle,Python,75000.0,0,unlimited ,Full-time employee,English,1000+,No,0.0,0
369,24/11/2020 18:37:32,44.0,Male,Munich,Software Engineer,28,6,Senior,C#,78500.0,0,30,Full-time employee,English,51-100,No,0.0,0
372,24/11/2020 18:40:13,32.0,Male,Berlin,Software Engineer,12,1,Senior,Java,83000.0,500,27,Full-time employee,English,1000+,No,0.0,40
375,24/11/2020 18:49:18,33.0,Male,Berlin,Software Engineer,10,1,Middle,iOS,65000.0,0,27,Full-time employee,English,1000+,No,0.0,500
376,24/11/2020 18:49:33,46.0,Male,Munich,Software Engineer,10,2,Senior,Python ,68500.0,0,28,Full-time employee,English,51-100,No,0.0,0
377,24/11/2020 18:50:28,27.0,Male,Berlin,Frontend Developer,8,1,Middle,Angular,45000.0,0,28,Full-time employee,English,51-100,No,30.0,0
379,24/11/2020 18:51:35,32.0,Male,Berlin,Backend Developer,5,3,Middle,Ruby,72000.0,0,30,Full-time employee,English,11-50,No,0.0,0
380,24/11/2020 18:52:09,34.0,Male,Berlin,Software Engineer,15,2,Lead,Java,80000.0,12000,28,Full-time employee,English,1000+,No,0.0,750
382,24/11/2020 18:53:57,26.0,Male,"Riga, Latvia",Software Engineer,4,0,Middle,javascript,24000.0,0,20,Full-time employee,English,101-1000,No,0.0,0
383,24/11/2020 18:54:07,41.0,Male,Berlin,Software Engineer,19,7,Lead,Python,95500.0,14500,30,Full-time employee,English,1000+,No,0.0,0
384,24/11/2020 18:54:54,35.0,Male,Cologne,Software Engineer,14,7,Senior,C++,72000.0,77000,35,Full-time employee,English,101-1000,No,0.0,0
385,24/11/2020 18:58:54,26.0,Male,Hamburg,Software Engineer,7,3.5,Senior,TypeScript,72000.0,0,27,Full-time employee,German,101-1000,No,0.0,0
386,24/11/2020 18:59:20,27.0,Male,Berlin,Mobile Developer,3,0,Middle,Kotlin,65000.0,0,0,Full-time employee,English,101-1000,No,0.0,0
387,24/11/2020 18:59:38,24.0,Male,Munich,Software Engineer,3,2,Middle,Java/C++,77600.0,43500,30,Full-time employee,English,1000+,No,40.0,1000
388,24/11/2020 19:07:37,35.0,Male,Hamburg,Software Engineer,13,3,Lead,Scala / Python,95000.0,15000,25,Full-time employee,English,51-100,No,0.0,0
389,24/11/2020 19:07:57,31.0,Male,Dusseldorf,Software Engineer,7,3,Senior,C++,50400.0,50400,27,Full-time employee,English,1000+,No,0.0,0
390,24/11/2020 19:09:32,25.0,Male,Berlin,Backend Developer,5,0,Middle,Java,80000.0,0,30,Full-time employee,English,1000+,0,0.0,0
393,24/11/2020 19:15:02,30.0,Male,Moscow,Software Engineer,5,0,Middle,C,14712.0,0,30,Full-time employee,Russian,101-1000,No,40.0,0
395,24/11/2020 19:19:30,35.0,Male,Berlin,QA Engineer,11,10,Senior,Java,74400.0,0,30,Full-time employee,English,101-1000,No,32.0,0
396,24/11/2020 19:24:50,37.0,Male,Hamburg,Software Engineer,15,5,Senior,Java,70000.0,0,25,Full-time employee,English,11-50,No,0.0,0
397,24/11/2020 19:30:15,36.0,Male,Hamburg,Backend Developer,10,5,Senior,Java/Scala,82000.0,0,30,Full-time employee,German,51-100,No,0.0,500
398,24/11/2020 19:31:46,32.0,Female,Cologne,Data Scientist,4,4,Senior,Python,85000.0,88000,30,Full-time employee,English,1000+,No,0.0,no
400,24/11/2020 19:41:27,23.0,Male,Berlin,Software Engineer,4,1,Middle,Javascript,70500.0,0,30,Full-time employee,English,1000+,No,0.0,0
401,24/11/2020 19:42:42,39.0,Male,Stuttgart,Software Engineer,11,3,Lead,PHP,75000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
402,24/11/2020 19:47:34,27.0,Female,Berlin,Data Scientist,3,3,Middle,Python,58000.0,1000,24,Full-time employee,English,51-100,No,0.0,0
403,24/11/2020 19:48:24,50.0,Male,Berlin,Software Engineer,29,2,Lead,C++,28800.0,28800,30,Full-time employee,German,11-50,No,0.0,0
406,24/11/2020 20:01:18,35.0,Male,Helsinki,Backend Developer,11,2.5,Senior,python,66000.0,2000,28,Full-time employee,English,101-1000,No,37.5,500
407,24/11/2020 20:02:15,29.0,Male,Berlin,Backend Developer,10,1,Senior,Ruby,80000.0,0,30,Full-time employee,English,101-1000,No,0.0,0
408,24/11/2020 20:02:34,30.0,Male,Munich,Mobile Developer,8,2,Lead,Swift,75000.0,86000,24,Full-time employee,English,11-50,No,0.0,0
409,24/11/2020 20:04:24,24.0,Male,Frankfurt,Frontend Developer,3,0,Middle,JavaScript,44000.0,3000,26,Full-time employee,English,51-100,No,0.0,0
410,24/11/2020 20:04:37,28.0,Male,Würzburg,Software Engineer,8,0,Senior,Java,75000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
411,24/11/2020 20:14:50,28.0,Male,Berlin,Backend Developer,9,2,Senior,PHP,60000.0,1000,25,Full-time employee,English,11-50,No,0.0,0
413,24/11/2020 20:18:31,37.0,Male,Berlin,Software Engineer,8,5,Senior,Python ,76900.0,77400,26,Full-time employee,English,101-1000,No,0.0,0
415,24/11/2020 20:23:56,30.0,Male,Kiev,Backend Developer,8,0,Middle,Web developer,27000.0,0,21,Full-time employee,Русский,51-100,No,40.0,0
416,24/11/2020 20:25:32,30.0,Male,Munich,Frontend Developer,4,1,Middle,JavaScript/Typescript,55000.0,0,27,Full-time employee,English,1000+,No,0.0,0
417,24/11/2020 20:26:19,31.0,Male,Berlin,Software Engineer,4,2,Lead,Java,95000.0,0,28,Full-time employee,English,1000+,No,0.0,0
419,24/11/2020 20:26:58,28.0,Female,Berlin,Software Engineer,3,3,Middle,Javascript,60000.0,0,28,Full-time employee,English,101-1000,No,0.0,0
420,24/11/2020 20:28:38,31.0,Female,Munich,Software Engineer,2,2,Middle,Java,58000.0,3000,28,Full-time employee,German,1000+,No,0.0,No
421,24/11/2020 20:28:49,34.0,Male,Berlin,Mobile Developer,9,2,Senior,Android,72000.0,12,27,Full-time employee,English,1000+,No,0.0,600
422,24/11/2020 20:29:04,24.0,Male,Berlin,Backend Developer,4,3,Middle,PHP,46000.0,0,28,Full-time employee,English,51-100,No,0.0,0
423,24/11/2020 20:29:50,39.0,Male,Berlin,DevOps,15,3,Senior,Python,70000.0,0,21,Full-time employee,English,101-1000,No,0.0,0
