,Age,Gender,City,Position ,Total years of experience,Years of experience in Germany,Seniority level,Your main technology / programming language,Other technologies/programming languages you use often,Yearly brutto salary (without bonus and stocks) in EUR,Yearly bonus + stocks in EUR,Annual brutto salary (without bonus and stocks) one year ago. Only answer if staying in the same country,Annual bonus+stocks one year ago. Only answer if staying in same country,Number of vacation days,Employment status,Сontract duration,Main language at work,Company size,Company type,Have you lost your job due to the coronavirus outbreak?,"Have you been forced to have a shorter working week (Kurzarbeit)? If yes, how many hours per week","Have you received additional monetary support from your employer due to Work From Home? If yes, how much in 2020 in EUR"
54,29.0,Male,Konstanz,Mobile Developer,6,3,Middle,android,Kotlin,53000.0,0,53000.0,No Response,26,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,20.0,0
55,36.0,Male,Munich,Backend Developer,15,3,Senior,java,PHP,55000.0,0,55000.0,No Response,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,600
56,39.0,Male,Berlin,Software Engineer,10,2,Senior,C#,"Javascript / Typescript, .NET, SQL, Azure, Docker",75000.0,0,65000.0,No Response,30,Full-time,Unlimited contract,German,1000+,Business Services,No,0.0,0
57,29.0,Male,Munich,Software Engineer,7,3,Senior,JavaScript ,"Kotlin, Javascript / Typescript, Java / Scala, Docker",80000.0,5000,72000.0,2500,24,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,1000
58,31.0,Male,Berlin,Engineering Manager,11,6,Lead,Java,"Python, Java / Scala, SQL, Go, AWS, Google Cloud, Kubernetes, Docker",80000.0,0,79000.0,No Response,27,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,40.0,200
59,30.0,Male,Berlin,Backend Developer,5,5,Middle,Java,No Response,55000.0,0,No Response,No Response,27,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
60,33.0,Male,Frankfurt,Software Engineer,4,0,Middle,Java,No Response,50000.0,0,No Response,No Response,24,Full-time,Unlimited contract,English,11-50,Business Services,No,0.0,0
61,27.0,Male,Berlin,Software Engineer,5,1,Senior,Scala,Java / Scala,78000.0,0,70000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,0.0,0
62,26.0,Female,Munich,Data Scientist,6,2,Middle,python,"Python, C/C++, SQL, Docker",60000.0,10000,60000.0,60000,26,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
63,26.0,Male,Berlin,Software Engineer,8,3,Lead,Go,"Python, PHP, Javascript / Typescript, Go, Google Cloud, Kubernetes, Docker",85000.0,0,75000.0,No Response,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
64,31.0,Female,Berlin,Analytics engineer,6,2,Middle,SQL,Python,60000.0,0,50000.0,500,27,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,500
65,30.0,Male,Berlin,Software Engineer,10,2,Senior,Scala,"Python, Java / Scala, AWS, Docker",72000.0,0,70000.0,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
66,43.0,Male,Berlin,Mobile Developer,5,3,Senior,Kotlin,"Kotlin, Java / Scala",72000.0,0,68000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
67,33.0,Male,Berlin,Software Engineer,5,1,Middle,python,Kubernetes,65000.0,0,65000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
68,24.0,Male,Berlin,Data Scientist,4,2,Senior,Python,"Python, AWS, Docker",73000.0,73000,50000.0,50000,24,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
69,29.0,Male,Berlin,DevOps,7,1,Lead,Kubernetes,"Python, Go, AWS, Kubernetes",78000.0,10000,70000.0,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
70,29.0,Male,Berlin,Data Scientist,4,4,Senior,Python,"SQL, AWS, Docker",81000.0,0,72000.0,No Response,29,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,300
71,30.0,Male,Munich,Hardware Engineer,5,5,Senior,VHDL,Python,75000.0,10000,73000.0,8000,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
72,35.0,Female,Berlin,Reporting Engineer,3,2,Middle,Power BI,"Python, Javascript / Typescript, SQL, SAP / ABAP, Google Cloud, Azure",55000.0,3000,45000.0,No Response,31,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
73,33.0,Male,Munich,QA Engineer,5,1,Senior,Java,Docker,60000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
74,28.0,Male,Berlin,Software Engineer,8,3,Lead,PHP ,"Python, Javascript / Typescript, .NET, SQL, AWS, Azure, Kubernetes, Docker",80000.0,0,72000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
75,31.0,Female,Munich,agile master ,14,7,Middle,none,No Response,80000.0,0,80000.0,No Response,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
76,32.0,Male,Munich,Software Engineer,7,3,Senior,Android,Kotlin,60000.0,0,60000.0,No Response,38,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,40.0,0
77,30.0,Male,Berlin,Backend Developer,8,2.5,Senior,Scala,"Python, Kotlin, Java / Scala, SQL, Kubernetes, Docker",80000.0,0,60000.0,No Response,25,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
78,26.0,Male,Munich,Backend Developer,7,1.5,Senior,Java,No Response,78000.0,4000,61000.0,No Response,27,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
79,31.0,Male,Munich,Software Engineer,10,2,Senior,Java,"Python, Javascript / Typescript, SQL, Kubernetes, Docker",68000.0,0,68000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
80,38.0,Female,Munich,QA Engineer,6,2,Middle,Java,No Response,62000.0,0,62000.0,No Response,26,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
81,37.0,Male,Berlin,Software Engineer,10,3,Senior,PHP,"PHP, Javascript / Typescript, SQL",55000.0,0,55000.0,No Response,26,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
82,25.0,Male,Munich,Software Engineer,3,1,Middle,Java,"Python, SQL, AWS, Azure, Kubernetes, Docker",62000.0,0,55000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
83,36.0,Male,Berlin,Frontend Developer,12,4,Senior,JavaScript,"Javascript / Typescript, AWS, Docker",72000.0,0,72000.0,No Response,26,Full-time,Unlimited contract,English,up to 10,Entrepreneurship,No,0.0,0
84,27.0,Male,Munich,QA Engineer,5,1,Senior,Swift,"Kotlin, Ruby",58000.0,5800,58000.0,101,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
85,35.0,Male,Frankfurt,ML Engineer,12,10,Senior,ML,"Python, Java / Scala, R, SQL, AWS, Azure",120000.0,30000,90000.0,30000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
86,37.0,Male,Munich,Software Engineer,15,2,Senior,php,"PHP, Javascript / Typescript, SQL, Docker",75000.0,0,72500.0,No Response,30,Full-time,Unlimited contract,German,101-1000,Utilities and Manufacturing,No,0.0,200
87,26.0,Male,Munich,Data Scientist,3,2,Middle,Python,"Python, SQL, AWS, Docker",65000.0,7000,52000.0,300,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
88,33.0,Male,Frankfurt,Solution Architect,6,6,Middle,Python,"SQL, AWS, Google Cloud, Kubernetes, Docker",85000.0,40000,78000.0,7000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
89,34.0,Male,Berlin,Frontend Developer,7,1,Senior,JavaScript,Docker,65000.0,0,No Response,No Response,25,Full-time,Unlimited contract,English,up to 10,Entrepreneurship,No,0.0,0
90,33.0,Male,Berlin,Backend Developer,12,6,Lead,PHP,"Javascript / Typescript, SQL, AWS, Docker",65000.0,0,60000.0,No Response,27,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
91,29.0,Male,Berlin,Backend Developer,8,0,Senior,Scala,"Java / Scala, AWS, Kubernetes, Docker",72000.0,0,No Response,No Response,25,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
92,24.0,Male,Munich,Software Engineer,5,2,Middle,C++,"Javascript / Typescript, Go",79000.0,56000,77000.0,33000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,900
93,30.0,Female,Berlin,Software Engineer,8,2,Senior,"Scala, React.js","Javascript / Typescript, SQL, AWS, Kubernetes, Docker",75000.0,0,65000.0,No Response,35,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
94,28.0,Male,Cologne,BI Consultant,8,1,Senior,SQL,"Python, Javascript / Typescript",60000.0,12000,No Response,No Response,28,Full-time,Unlimited contract,English,up to 10,Business Services,No,0.0,1500
95,31.0,Male,Munich,Backend Developer,11,1,Senior,PHP,"Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",80000.0,4000,80000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
96,28.0,Male,Munich,Mobile Developer,5,3,Senior,iOS,Swift,57000.0,8000,70000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
97,32.0,Female,Kempten,Fullstack Developer,10,1,Middle,C#,"Javascript / Typescript, .NET, SQL",49000.0,0,No Response,No Response,30,Full-time,Unlimited contract,Bilingual,51-100,Utilities and Manufacturing,No,0.0,0
98,28.0,Male,Berlin,Software Engineer,6,2,Senior,Java,"Kotlin, Java / Scala, SQL, AWS, Kubernetes, Docker",65000.0,75000,60000.0,60000,28,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
99,26.0,Female,Munich,Data Scientist,3,1,Junior,Ml/Python,"Python, AWS, Docker",70000.0,12000,No Response,No Response,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
100,33.0,Male,Berlin,Mobile Developer,6,4,Middle,Swift,No Response,63000.0,6300,60000.0,6000,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,850
101,31.0,Male,Berlin,Software Engineer,9,1,Senior,"C#, .net core","Python, Javascript / Typescript, .NET, AWS, Azure, Kubernetes, Docker",60000.0,6000,No Response,No Response,25,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
102,30.0,Male,Munich,Frontend Developer,6,1,Senior,Javascript,"Javascript / Typescript, AWS, Docker",75000.0,101,No Response,No Response,28,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
103,31.0,Male,Berlin,Frontend Developer,8,1,Senior,JavaScript/TypeScript,"Javascript / Typescript, Google Cloud, Docker",70000.0,101,No Response,No Response,24,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
104,37.0,Male,Munich,Backend Developer,12,4,Senior,php,"Javascript / Typescript, Docker",62000.0,5000,60000.0,5000,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,32.0,0
105,30.0,Male,Berlin,Software Engineer,10,5,Lead,Python,"Python, SQL",78000.0,1000,75000.0,1000,0,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,30.0,0
106,25.0,Male,Munich,Backend Developer,5,0,Senior,Java,"Kotlin, Java / Scala, SQL, SAP / ABAP, Kubernetes, Docker",75000.0,5000,No Response,No Response,24,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
107,36.0,Male,Berlin,Backend Developer,19,5,Senior,PHP,"Javascript / Typescript, SQL, AWS, Docker",69000.0,0,69000.0,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
108,40.0,Male,Berlin,Frontend Developer,7,1,Middle,Javascript,"PHP, Javascript / Typescript, Dart",54000.0,0,54000.0,No Response,24,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,10.0,0
109,35.0,Male,Munich,Software Engineer,13,4,Senior,Java,"Kotlin, Java / Scala, AWS",80000.0,1500,77000.0,1500,40,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,30.0,0
110,42.0,Male,Berlin,Software Engineer,20,5,Senior,Ruby on Rails,"Ruby, Kubernetes, Docker",80000.0,0,72000.0,No Response,27,Full-time,Unlimited contract,German,51-100,Utilities and Manufacturing,No,0.0,0
111,34.0,Male,Berlin,QA Engineer,10,4,Senior,Java,"Python, Kotlin, Javascript / Typescript, Go, AWS, Kubernetes, Docker",75000.0,3000,65000.0,3000,28,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
112,30.0,Male,Berlin,Backend Developer,6,2,Senior,Ruby,"SQL, Elixir",75000.0,75000,65000.0,65000,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
113,35.0,Male,Berlin,Software Engineer,12,1,Senior,C#,".NET, SQL, Google Cloud, Kubernetes, Docker",70000.0,22000,No Response,No Response,25,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,200
114,34.0,Male,Munich,Cloud Architect,10,4,Senior,"Azure, SAP","SAP / ABAP, AWS, Google Cloud, Azure, Kubernetes, Docker",120000.0,40000,70000.0,30000,30,Full-time,Unlimited contract,English,1000+,"Tech, Media and Telecom",No,0.0,1000
115,26.0,Male,Münster,Data Scientist,5.5,3,Junior,Python,"Python, C/C++, SQL, AWS",48000.0,2000,No Response,No Response,26,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,0.0,0
116,35.0,Male,Berlin,Frontend Developer,4,1,Middle,JavaScript,PHP,50000.0,5000,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,500
117,31.0,Female,Munich,QA Engineer,7,3,Senior,Java,"Python, Ruby",68000.0,0,58000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,40.0,0
118,35.0,Male,Frankfurt,Software Engineer,12,3,Senior,java,"Python, Kotlin, Javascript / Typescript, Java / Scala, Docker",66000.0,0,66000.0,No Response,25,Full-time,Unlimited contract,German,51-100,Business Services,No,0.0,1
119,25.0,Male,Berlin,Backend Developer,4,1,Middle,Python,"SQL, Go",60000.0,0,60000.0,No Response,24,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
120,42.0,Female,Berlin,QA Engineer,20,1,Middle,python,"Python, Javascript / Typescript",55000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
121,40.0,Female,Munich,Software Engineer,20,7,Middle,Java,SQL,54000.0,0,54000.0,No Response,30,Full-time,Unlimited contract,German,101-1000,General,No,0.0,0
122,37.0,Male,Berlin,Software Engineer,8,5,Junior,Java,"Java / Scala, AWS, Kubernetes, Docker",60000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
123,33.0,Male,Munich,Software Engineer,10,3,Senior,Java,"AWS, Docker",75000.0,7500,68000.0,6800,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,1500
124,38.0,Male,Cologne,Software Engineer,11,5,Senior,PHP,"PHP, Javascript / Typescript, Go, AWS, Google Cloud, Kubernetes, Docker",55000.0,0,55000.0,No Response,26,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
125,27.0,Male,Munich,Frontend Developer,4,0,Senior,Frontend,Javascript / Typescript,60000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
126,33.0,Male,Berlin,Software Engineer,7,7,Senior,"Java, JavaScript","Javascript / Typescript, Java / Scala, SQL",62000.0,67000,52000.0,58000,30,Full-time,Unlimited contract,English,1000+,Business Services,No,0.0,0
127,36.0,Female,Munich,Backend Developer,5,1,Middle,PHP,"Javascript / Typescript, Docker",60000.0,5000,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
128,42.0,Male,Berlin,DevOps,22,4,Lead,yaml,"Python, PHP, Javascript / Typescript, SQL, Go, Perl, AWS, Google Cloud, Azure, Kubernetes, Docker",70000.0,0,No Response,No Response,24,Full-time,Unlimited contract,English,1000+,Entrepreneurship,No,0.0,0
129,32.0,Male,Frankfurt,Network Engineer ,10,2,Senior,Python ,"Python, Docker",68500.0,6000,68500.0,70000,25,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
130,31.0,Male,Berlin,Frontend Developer,10,1.5,Senior,Javascript,"Javascript / Typescript, SQL, Google Cloud, Docker",71060.0,101,67500.0,101,28,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,0.0,200
131,33.0,Female,Berlin,QA Engineer,6,0.5,Middle,Java,"Python, Kubernetes",60000.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,101-1000,Entrepreneurship,No,0.0,0
132,40.0,Male,Berlin,VP Engineering,10,7,Senior,JS,"Javascript / Typescript, AWS",100000.0,0,No Response,No Response,24,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,No,0.0,0
133,28.0,Male,Munich,Backend Developer,6,5,Senior,Java,"Javascript / Typescript, Java / Scala, SQL",70000.0,2000,57000.0,1500,30,Full-time,Unlimited contract,English,101-1000,Business Services,No,0.0,0
134,31.0,Male,Berlin,Software Engineer,9,4,Senior,Python,"Python, SQL, AWS, Kubernetes, Docker",90000.0,0,80000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,1000
135,28.0,Male,Berlin,Mobile Developer,5,1.5,Lead,Swift,No Response,70800.0,0,No Response,No Response,28,Full-time,Unlimited contract,English,11-50,Business Services,No,0.0,0
136,29.0,Male,Berlin,Software Engineer,8,3,Middle,PHP,"PHP, Javascript / Typescript, SQL, AWS, Docker",55000.0,0,No Response,No Response,24,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,20.0,0
137,40.0,Male,Munich,Mobile Developer,25,2,Lead,Swift,"Swift, Objective-C",85000.0,5000,72000.0,3000,30,Full-time,Unlimited contract,English,11-50,Utilities and Manufacturing,No,0.0,0
138,46.0,Male,Munich,QA Engineer,13,13,Senior,Java,SQL,70000.0,8500,70000.0,8500,28,Full-time,Unlimited contract,German,101-1000,Utilities and Manufacturing,No,0.0,500
139,33.0,Male,Berlin,Backend Developer,5,2,Middle,Java,No Response,66000.0,70000,61000.0,61000,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
140,33.0,Male,Berlin,ML Engineer,10,5,Middle,Python,"Python, C/C++, Pytorch",62000.0,0,60000.0,No Response,28,Full-time,Unlimited contract,English,51-100,Entrepreneurship,No,20.0,0
141,34.0,Male,Berlin,Software Engineer,14,4,Lead,Java,"Kotlin, Javascript / Typescript, Java / Scala, AWS, Kubernetes, Docker",95000.0,5000,90000.0,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,500
142,36.0,Male,Berlin,Backend Developer,18,1,Senior,PHP,"PHP, AWS, Google Cloud",65000.0,70000,60000.0,60000,26,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,34.0,0
143,33.0,Female,Berlin,QA Engineer,8,1.5,Senior,-,Python,50000.0,0,42000.0,No Response,24,Full-time,Unlimited contract,English,11-50,Entrepreneurship,Yes,20.0,0
144,32.0,Male,Berlin,Software Engineer,11,6,Lead,Android,"Python, Kotlin, Swift, Javascript / Typescript, Java / Scala, SQL, AWS, Google Cloud, Kubernetes, Docker",80000.0,0,80000.0,No Response,28,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
145,46.0,Male,Berlin,Software Engineer,14,14,Senior,JavaScript,"PHP, Javascript / Typescript, SQL, Google Cloud, Docker",80000.0,0,63000.0,No Response,30,Full-time,Unlimited contract,English,51-100,Utilities and Manufacturing,Yes,20.0,0
146,30.0,Male,Munich,Mobile Developer,8,1,Senior,Kotlin,"Kotlin, Java / Scala",66000.0,0,No Response,No Response,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
147,36.0,Male,Rosenheim,Data Science Manager,12,0.5,Senior,Python,"R, SQL, AWS, Azure, Docker",89200.0,17800,No Response,No Response,0,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
148,35.0,Male,Berlin,Product Manager,10,5,Senior,php,"PHP, Javascript / Typescript",90000.0,10000,No Response,No Response,0,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
149,31.0,Male,Berlin,Data Scientist,10,5,Lead,Python ,"Kubernetes, Docker",115000.0,70000,115000.0,60000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,100
150,46.0,Male,Munich,Scrum Master,12,8,Senior,Agile,"C/C++, PHP, .NET, SQL",85000.0,10000,88000.0,10000,30,Full-time,Unlimited contract,German,1000+,Utilities and Manufacturing,No,38.0,0
151,26.0,Male,Berlin,Mobile Developer,6,2,Senior,Kotlin,"Kotlin, Java / Scala",70000.0,0,65000.0,No Response,30,Full-time,Unlimited contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
152,31.0,Male,Mannheim,Firmware Engineer,10,3,Senior,C,"Python, C/C++",45000.0,0,No Response,No Response,30,Full-time,Temporary contract,English,11-50,Utilities and Manufacturing,Yes,0.0,0
153,31.0,Male,Munich,Frontend Developer,12,1.5,Lead,"TypeScript, JavaScript","Javascript / Typescript, Docker",85000.0,3000,75000.0,No Response,29,Full-time,Unlimited contract,English,11-50,Entrepreneurship,No,0.0,0
154,30.0,Female,Berlin,QA Engineer,5,3,Middle,Python ,"Python, Kubernetes, Docker, Ansible",50000.0,4000,50000.0,4000,30,Full-time,Unlimited contract,German,101-1000,Utilities and Manufacturing,No,0.0,0
155,35.0,Male,Munich,Software Engineer,13,4,Lead,Pegasystems platform ,"C/C++, Javascript / Typescript, Java / Scala, SQL, Docker",140000.0,6000,132000.0,2000,28,Full-time,Unlimited contract,English,51-100,Business Services,No,0.0,0
156,33.0,Male,Berlin,Software Engineer,12,5,Senior,Javascript,"PHP, Javascript / Typescript, SQL, Docker",120000.0,0,65000.0,No Response,28,Self-employed,Temporary contract,English,101-1000,Utilities and Manufacturing,No,0.0,0
157,36.0,Male,Berlin,Software Engineer,7,5,Middle,"C++, Java, Embedded C","Python, C/C++, .NET, Java / Scala",42000.0,0,42000.0,No Response,25,Full-time,Unlimited contract,Bilingual,up to 10,Utilities and Manufacturing,No,32.0,0
158,36.0,Male,Munich,Solutions Architect,12,5,Lead,Cloud,"Kotlin, Java / Scala, AWS, Kubernetes, Docker",105000.0,25000,105000.0,25000,28,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
159,38.0,Male,Frankfurt,Data Center Manager,6,2,Senior,DC Management,No Response,68000.0,12000,65000.0,77000,30,Full-time,Unlimited contract,English,1000+,Utilities and Manufacturing,No,0.0,0
